Customer_Ratings1star,Customer_Ratings2star,Customer_Ratings3star,Customer_Ratings4star,Customer_Ratings5star,P_Description,P_MRP,P_Name,P_Price,P_Rating,P_Ratingcount,P_Title,P_Url,Seller_Name,Seller_Url,Technical_Specification,You_Save
10% of reviews have 1 stars,5% of reviews have 2 stars,10% of reviews have 3 stars,23% of reviews have 4 stars,52% of reviews have 5 stars,"The SoundMagic E10C is the successor to the popular E10S line. The new E10C retains the previous generation's sound signature, powerful bass balanced with superb musical detail. It is constructed with two-tone metal ear piece bodies and low profile metal hardware, with a modern design and finish for a premium appearance. The tangle-free cable and included wire clip ensures that the E10C are easy to wear and use. The E10C also provides an inline microphone and remote control with universal smartphone support. Volume control is now available on the E10C's inline remote for added convenience.",,Soundmagic E10C in-Ear Wired Headphone Information,,4.0 out of 5 stars,"3,562 ratings",Soundmagic E10C in-Ear Wired Headphones with Mic (Black),https://www.amazon.in/Soundmagic-E10C-Wired-Headphones-Black/dp/B01H3F0SDI/ref=sr_1_502?dchild=1&qid=1594318912&s=electronics&sr=1-502&x=10&y=7,,"(None,)","([('Brand', 'Soundmagic'), ('Model', 'E10C-SVBK'), ('Model Name', 'E10C'), ('Model Year', '2016'), ('Item Weight', '9.07 g'), ('Product Dimensions', '120 x 1 x 1.5 cm'), ('Item model number', 'E10C-SVBK'), ('Hardware Platform', 'Tablet, PC, Smartphone'), ('Hardware Interface', '3.5mm Audio'), ('Compatible Devices', 'Android, iOS, Windows'), ('Additional Features', 'in-ear'), ('Included Components', 'Headphones'), ('Number Of Items', '1'), ('Colour Screen', 'No'), ('Microphone Form Factor', 'With Microphone'), ('Headphones Form Factor', 'In Ear'), ('Batteries Included', 'No'), ('Batteries Required', 'No'), ('Connector Type', 'Wired'), ('Material', 'Metal'), ('Contains Liquid Contents', 'No'), ('Includes Rechargable Battery', 'No'), ('Includes Remote', 'No')],)",
22% of reviews have 1 stars,8% of reviews have 2 stars,7% of reviews have 3 stars,18% of reviews have 4 stars,44% of reviews have 5 stars,"Leaf Dash Wired Earphones has 45 degree angled ear canal metallic earbuds and a premium silicon wire which gives them an edge over others. It has a multi-function inline remote control which helps you answer/end calls, play/pause music, activate Siri/Google now. It boasts of a powerful 10mm drivers, speaker resistance of 32 Ohm and a sensitivity range of 98(+/- 3)dB, so just sit back and CutTheNoise.",999.00,Leaf Dash Wired Headphone Information,599.00,3.6 out of 5 stars,185 ratings,Leaf Dash Wired Earphones (Carbon Black),https://www.amazon.in/Leaf-Dash-Wired-Earphones-Carbon/dp/B07VWDZZLL/ref=sr_1_506?dchild=1&qid=1594318912&s=electronics&sr=1-506&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'Leaf'), ('Model', 'Dash'), ('Model Name', 'Dash'), ('Item Weight', '36.3 g'), ('Product Dimensions', '1 x 2 x 12 cm'), ('Item model number', 'Dash'), ('Additional Features', 'earbud'), ('Included Components', 'Earphones, Extra Earbuds and Manual'), ('Number Of Items', '3'), ('Headphones Form Factor', 'In Ear'), ('Batteries Required', 'No'), ('Connector Type', 'Wired')],)",400.00 (40%)
,"(None,)","(None,)","(None,)","(None,)","Waterproof design withstands your most intense workout. whatever the sweat, light rain, and accidental splashes it can easy to deal with.Battery is increased to provide up to 8 hours working time let you enjoy the wonderful music in travel and sports.Built-in magnet, Keep them on your neck when you don't need them to avoid losing them.With buttons on headphones, you can play/pause music, adjust volume, skip tracks, answer/end calls.","1,299.00",esportic® BT2 Bluetooth Headphone Information,299.00,"(None,)",,"esportic® BT2 Bluetooth Headphones,Wireless Earbuds Sweatproof Earphones Magnetic Attraction Stereo Headphones for Running Workout Gym Noise Cancelling",https://www.amazon.in/BT2-Headphones-Sweatproof-Attraction-Cancelling/dp/B08BWK73BT/ref=sr_1_510_sspa?dchild=1&qid=1594318912&s=electronics&sr=1-510-spons&x=10&y=7&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzMEpWV0xYOE05RkZHJmVuY3J5cHRlZElkPUEwNTE3ODYxMUhBVlRLSkJQREYySSZlbmNyeXB0ZWRBZElkPUEwNTQ3MTgxMk8xMDQ4OEVLVklZOSZ3aWRnZXROYW1lPXNwX2J0Zl9icm93c2UmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,RMR ENTERPRISES,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2B76YSYV8FPO8,"([('Brand', 'esportic'), ('Model', 'BT2'), ('Item Weight', '4.54 g'), ('Product Dimensions', '12 x 10 x 20 cm'), ('Batteries:', '1 Nonstandard Battery batteries required. (included)'), ('Item model number', 'BT2'), ('Compatible Devices', 'sony, samsung, nokia, oneplus, samsung j7, oppo, vivo, redmi'), ('Additional Features', 'Battery backup -4 hrs, Noice canceling, waterproof'), ('Number Of Items', '1'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'In Ear'), ('Battery Average Life', '4 Hours'), ('Batteries Included', 'Yes'), ('Batteries Required', 'No'), ('Battery Cell Composition', 'Lithium Polymer'), ('Connector Type', 'Bluetooth'), ('Material', 'plastic')],)","1,000.00 (77%)"
,"(None,)","(None,)",30% of reviews have 4 stars,70% of reviews have 5 stars,,"2,999.00",Soulbot BassCurve Bluetooth 5.0 IPX4 Sweatproof Headphone Information,799.00,4.7 out of 5 stars,4 ratings,"Soulbot BassCurve Bluetooth 5.0 IPX4 Sweatproof Earphones with 10 Hours Battery Life, Magnetic in-Ear Wireless Bluetooth Neckband Headphones with Mic - (Black)",https://www.amazon.in/Soulbot-BassCurve-Bluetooth-Sweatproof-Headphones/dp/B08BWSGYRB/ref=sr_1_532?dchild=1&qid=1594318928&s=electronics&sr=1-532&x=10&y=7,Syvo Official,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=AQUL9ZROMACEP&isAmazonFulfilled=1,"([('Brand', 'Soulbot'), ('Item Weight', '90.7 g'), ('Package Dimensions', '18.5 x 3.2 x 1 cm'), ('Batteries:', '1 Lithium ion batteries required. (included)'), ('Item part number', 'SB-Basscurve'), ('Compatible Devices', 'Fully compatible with iPhone 11, XS, X, 8, 7, 6, All iPads, Samsung Galaxy, Android Smartphones and tablets, Windows devices, and all popular Bluetooth devices'), ('Additional Features', 'Bluetooth v5.0 Technology; Seamless Faster Connection within 10M; Bass &amp; Clear Vocals; Music Playtime 10 hours; Inbuilt Mic; Music &amp; Volume Control; Sufficient 135mAh Lithium Battery; Perfect Comfy Ear Canal Fit; Ultra-lightweight; Very Flexible; Metal Housing Earbuds with Magnetic Attraction; Wireless Headphones with 1 Year Warranty'), ('Microphone Form Factor', 'Built-In, In-Line'), ('Headphones Form Factor', 'In Ear'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium Ion'), ('Connector Type', 'Bluetooth'), ('Form Factor', 'In-Ear')],)","2,200.00 (73%)"
33% of reviews have 1 stars,6% of reviews have 2 stars,14% of reviews have 3 stars,14% of reviews have 4 stars,33% of reviews have 5 stars,The boAt Rockerz 255 are equipped with a 110 mAH battery that'll surely allow you to spend your time with these earphones a quarter of your day. Built with uncompromised craftsmanship from premium materials including metal housing earphones and chrome accents the boAt Rockerz 255 is both sturdy and stylish.,"2,990.00",Product information,999.00,3.1 out of 5 stars,39 ratings,(Renewed) boAt Rockerz 255 Sports Bluetooth Wireless Earphone with Immersive Stereo Sound and Hands Free Mic (Raging Red),https://www.amazon.in/Renewed-Bluetooth-Wireless-Earphone-Immersive/dp/B07XPC7S1C/ref=sr_1_531?dchild=1&qid=1594318928&s=electronics&sr=1-531&x=10&y=7,ecomstars,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2J1POG6FXNT45&isAmazonFulfilled=1,"([('Brand', 'Boat'), ('Model', '255-cr'), ('Item Weight', '27.2 g'), ('Product Dimensions', '35 x 2 x 2.5 cm'), ('Batteries:', '1 Lithium Polymer batteries required.'), ('Item model number', '255-cr'), ('Additional Features', 'wireless, sports_&amp;_fitness'), ('Included Components', '1 Bluetooth Earphone, USB Charging Cable, User Manual'), ('Number Of Items', '1'), ('Battery Average Life', '6 Hours'), ('Batteries Required', 'No'), ('Battery Cell Composition', 'Lithium Polymer'), ('Connector Type', 'Bluetooth'), ('Material', 'Metal')],)","1,991.00 (67%)"
19% of reviews have 1 stars,4% of reviews have 2 stars,10% of reviews have 3 stars,14% of reviews have 4 stars,53% of reviews have 5 stars,"iBall Focal delivers quality sound to a young and connected audience who listens to music on the go. It is one of the best in ear headphones in a very affordable budget. iBall Focal offers perfect and authentic sound leaving no room for monotony. The iBall Focal comes with an anti - tangle cable so you can listen to fantastic quality music without having to deal with the mess of tangling wires. The earphones are light weight, with a 3 button remote control and has an omnidirectional microphone.","1,399.00",iBall Focal in Ear Wired Headphone Information,418.00,3.8 out of 5 stars,125 ratings,iBall Focal in Ear Wired Earphones with Mic (Black),https://www.amazon.in/iBall-Focal-Wired-Earphones-Black/dp/B07VBNKXRM/ref=sr_1_499?dchild=1&qid=1594318912&s=electronics&sr=1-499&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'iBall'), ('Colour', 'metal black'), ('Item Height', '14.6 Centimeters'), ('Item Width', '14.6 Centimeters'), ('Item Weight', '18.1 g'), ('Product Dimensions', '4.5 x 14.6 x 14.6 cm'), ('Item model number', 'iBall Focal'), ('Included Components', '1 Sense in-Ear (Metal Black), 3 pairs of silicone tips (sizes S/M/L), 1 carrying case, 1 owners manual')],)",981.00 (70%)
10% of reviews have 1 stars,"(None,)","(None,)",10% of reviews have 4 stars,79% of reviews have 5 stars,,,Boom Bass Wired in-Ear Headphone Information,,4.5 out of 5 stars,13 ratings,Boom Bass Wired in-Ear Headphones Compatible with All Vivo Smartphones (White)(VIVO),https://www.amazon.in/Wired-Headphones-Compatible-Smartphones-White/dp/B085QDQ43R/ref=sr_1_527?dchild=1&qid=1594318928&s=electronics&sr=1-527&x=10&y=7,,"(None,)","([('Brand', 'Kanget'), ('Model', 'XE610'), ('Item Weight', '49.9 g'), ('Product Dimensions', '4 x 2 x 2 cm'), ('Item model number', 'XE610'), ('Hardware Platform', 'PC, Laptop, Smartphone'), ('Additional Features', 'Earbud, In-Ear'), ('Microphone Form Factor', 'Boom'), ('Headphones Form Factor', 'In Ear'), ('Batteries Required', 'No'), ('Connector Type', 'Wired 3.5 mm'), ('Material', 'Plastic')],)",
12% of reviews have 1 stars,4% of reviews have 2 stars,8% of reviews have 3 stars,19% of reviews have 4 stars,57% of reviews have 5 stars,,"5,999.00",CrossBeats Raga Wireless Bluetooth Headphone Information,"1,999.00",4.1 out of 5 stars,"2,444 ratings","CrossBeats Raga Wireless Bluetooth Earphones with Microphone IPX-4 Sweatproof Sports Design with Carry Case, HD Sound, Super Bass (Cherry Black)",https://www.amazon.in/CrossBeats-Bluetooth-Earphones-Microphone-Sweatproof/dp/B01EVPIQ6Y/ref=sr_1_529?dchild=1&qid=1594318928&s=electronics&sr=1-529&x=10&y=7,SellBrite Digital,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3B6FNLJI5DQCS&isAmazonFulfilled=1,"([('Item Weight', '181 g'), ('Package Dimensions', '13.2 x 13.2 x 6 cm'), ('Item model number', 'RAGA'), (' Wireless communication technologies ', 'Bluetooth'), (' Connectivity technologies ', 'Bluetooth'), (' Special features ', 'sports &amp; fitness'), (' Colour ', 'BLACK')],)","4,000.00 (67%)"
,30% of reviews have 2 stars,"(None,)",30% of reviews have 4 stars,41% of reviews have 5 stars,"Featuring silicone earbuds and an around-the-neck design, these earphones from Clef help you enjoy your favourite form of music without compromising on comfort. Also, they boast a speaker resistance of 32 Ohms and a frequency response of 20 - 20000 Hz to deliver a sound that is rich in bass.","2,490.00",CLEF N100BTBLK in Ear Wireless Headphone Information,399.00,3.8 out of 5 stars,7 ratings,CLEF N100BTBLK in Ear Wireless Earphones with MIC- Black,https://www.amazon.in/CLEF-N100BTBLK-Wireless-Earphones-Black/dp/B07SF6YFT8/ref=sr_1_509_sspa?dchild=1&qid=1594318912&s=electronics&sr=1-509-spons&x=10&y=7&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzMEpWV0xYOE05RkZHJmVuY3J5cHRlZElkPUEwNTE3ODYxMUhBVlRLSkJQREYySSZlbmNyeXB0ZWRBZElkPUEwMjE2NDM4MTZTUTROUEFUNFpNUSZ3aWRnZXROYW1lPXNwX2J0Zl9icm93c2UmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,Audio Lifestyle,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1HBNI8LZM985H&isAmazonFulfilled=1,"([('Brand', 'CLEF'), ('Model', 'N100BTBLK'), ('Model Name', 'CLEF'), ('Item Weight', '54.4 g'), ('Product Dimensions', '17 x 9 x 3 cm'), ('Batteries:', '1 Lithium Polymer batteries required. (included)'), ('Item model number', 'N100BTBLK'), ('Additional Features', 'in-ear'), ('Included Components', '1  Earphone unit::1 micro charging cable::1 pouch:: 1 adjust ball::1 cable clip :: 2 size gels.'), ('Number Of Items', '1'), ('Microphone Form Factor', 'In-Line'), ('Headphones Form Factor', 'In Ear'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium Polymer'), ('Connector Type', 'Bluetooth')],)","2,091.00 (84%)"
14% of reviews have 1 stars,7% of reviews have 2 stars,13% of reviews have 3 stars,24% of reviews have 4 stars,42% of reviews have 5 stars,"Zeb-Bang is a Bluetooth Headphone with call function and 16hrs playback. It has voice assistant, controls and ports. It is foldable and has adjustable headband.","1,599.00",Zebronics Zeb-Bang Bluetooth Headphone Information,"1,099.00",3.7 out of 5 stars,348 ratings,Zebronics Zeb-Bang Bluetooth Headphone with Voice Assistant (Black),https://www.amazon.in/Zebronics-Zeb-Bang-Bluetooth-Headphone-Assistant/dp/B07YNV5Z2H/ref=sr_1_528?dchild=1&qid=1594318928&s=electronics&sr=1-528&x=10&y=7,Reliable Enterprises1,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1W8HHAMVT90FL&isAmazonFulfilled=1,"([('Brand', 'Zebronics'), ('Model', 'Zeb-Bang'), ('Item Weight', '322 g'), ('Product Dimensions', '8.7 x 19 x 19.4 cm'), ('Item model number', 'Zeb-Bang'), ('Additional Features', 'headband, collapsible'), ('Included Components', '1 Headphone, 1 charging Cable and User Manual'), ('Batteries Required', 'No'), ('Connector Type', 'Bluetooth')],)",500.00 (31%)
,"(None,)","(None,)","(None,)","(None,)","MINISO Unique Earphones Designed for the young & energetic; its tangle-free cable and one button remote make picking calls, listening to your favourite tracks and even packing it up really easy. The soft and comfortable earbuds ensure that you can listen to your music all day long and not feel any discomfort. The Advanced Dynamic 10mm Driver is made to deliver crystal clear music that takes your listening experience to the next level. So what are you waiting for? Key Feature: Comfortable earbuds to ware Fashionable design in 5 colors（Black, White, Red, BLue, Mint Green) Tangle-free 1.2 meter cable User-friendly controller with HD Microphone Notes: 1.keep away from fire and humidity. 2.Keep out of the reach of children; About MINISO We assure you that every item is the best. We establish a product center for 300 people to pick each item, and actually try out all the samples, then carefully screening them again and again. We assure you that the production process is fine. We visit global raw material production and processing sites to select the best raw material, be exquisite to a single needle or a piece of thread. We assure you that everything is guaranteed. We establish an quality inspection center with more than 500 people for strictly filtering every item for you. LOVE LIFE, LOVE MINISO! Mini Price,Big Surprise!",,MINISO Unique Headphone Information,,5.0 out of 5 stars,1 rating,"MINISO Unique Earphone with Mic and Controller, in-Ear Noise Cancellation Headphones for Mobile Smartphones (Red)",https://www.amazon.in/MINISO-Controller-Cancellation-Headphones-Smartphones/dp/B087PDFPBJ/ref=sr_1_526?dchild=1&qid=1594318928&s=electronics&sr=1-526&x=10&y=7,Miniso India,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=ASSEJU0XJAWT,"([('Brand', 'MINISO'), ('Item part number', '2008150710105'), ('Hardware Platform', 'Laptop, Smartphone'), ('Additional Features', 'in-ear, earbud'), ('Microphone Form Factor', 'Built-In'), ('Headphones Form Factor', 'In Ear'), ('Connector Type', 'Wired'), ('Material', 'Plastic')],)",
22% of reviews have 1 stars,9% of reviews have 2 stars,9% of reviews have 3 stars,20% of reviews have 4 stars,40% of reviews have 5 stars,"Make the most out of your day and keep in touch with your world in style with the new JBL LIVE 100. Powered by large 8mm drivers, they deliver enhanced bass performance and legendary JBL Signature Sound, while elevating the moment. Accented with premium aluminum finishes, the JBL LIVE 100 headphones not only look cool but keep you connected thanks to their universal remote and a microphone which enables hands-free calls and voice assistance when used with most smart phones. Crafted to deliver comfort and on-the-go convenience, users will appreciate the multiple sized ear-tips and tangle-free fabric cable as well as a lightweight carrying case for easy storage.","2,499.00",JBL LIVE100 in-Ear Headphone Information,999.00,3.5 out of 5 stars,132 ratings,JBL LIVE100 in-Ear Headphones with in-Line Microphone and Remote (Red),https://www.amazon.in/JBL-LIVE100-Headphones-Microphone-Remote/dp/B07DX7SWH9/ref=sr_1_530?dchild=1&qid=1594318928&s=electronics&sr=1-530&x=10&y=7,Appario Retail Private Ltd,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A14CZOWI0VEHLG&isAmazonFulfilled=1,"([('Brand', 'JBL'), ('Model', 'JBLLIVE100RED'), ('Model Name', 'LIVE100'), ('Model Year', '2018'), ('Item Weight', '4.54 g'), ('Product Dimensions', '10.4 x 3.8 x 16.7 cm'), ('Item model number', 'JBLLIVE100RED'), ('Additional Features', 'with_microphone, tangle_free_cord'), ('Included Components', '1 Pair of JBL LIVE 100 ans Safety Sheet'), ('Number Of Items', '1'), ('Microphone Form Factor', 'In-Line'), ('Headphones Form Factor', 'with_microphone^tangle_free_cord'), ('Batteries Included', 'No'), ('Batteries Required', 'No'), ('Supports Bluetooth Technology', 'Yes')],)","1,500.00 (60%)"
11% of reviews have 1 stars,5% of reviews have 2 stars,13% of reviews have 3 stars,27% of reviews have 4 stars,45% of reviews have 5 stars,"The Decibel Black looks good, sounds great and puts Alexa to good use. It fits comfortably and wraps around your ears softly for many hours of easy listening. With multiple playback options - Bluetooth 5.0, FM Radio, Micro SD and 3.5 mm AUX, FM Radio you never run out of Music. Ever!","1,990.00",iBall Decibel Bluetooth 5.0 Headphone Information,"1,290.00",3.9 out of 5 stars,"3,590 ratings",iBall Decibel Bluetooth 5.0 Headphone with SD/FM/Alexa Built-in (Forest Green),https://www.amazon.in/iBall-Decibel-Bluetooth-Headphone-Built/dp/B081B8R26D/ref=sr_1_524?dchild=1&qid=1594318928&s=electronics&sr=1-524&x=10&y=7,ecomstars,/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A2J1POG6FXNT45&isAmazonFulfilled=1,"([('Brand', 'iBall'), ('Model', 'Decibel_ForestGreen'), ('Model Name', 'Decibel'), ('Item Weight', '168 g'), ('Package Dimensions', '23.2 x 21.4 x 9 cm'), ('Batteries:', '1 Lithium ion batteries required. (included)'), ('Item model number', 'Decibel_ForestGreen'), ('Included Components', 'headset 1 unit, Audio cable 1 unit, Charging Cable 1 unit, User Manual'), ('Microphone Form Factor', 'Built-In'), ('Battery Average Life', '6 Hours'), ('Batteries Included', 'Yes'), ('Batteries Required', 'Yes'), ('Battery Cell Composition', 'Lithium Ion'), ('Wireless Type', 'Bluetooth'), ('Connector Type', 'Wireless')],)",700.00 (35%)
