Vessel_Name,Flag,Callsign,Vessel_Type,AIS_Type,Year_Built,GT,DWT,Size_m
MSC JEONGMIN,Madeira,CQZA,Container Ship,Cargo ship (HAZ-A),2016,95514,95514,300 / 48
HYUNDAI COURAGE,Marshall Islands,V7PP4,Container Ship,Cargo ship,2008,95681,95681,340 / 46
HYUNDAI FORCE,Marshall Islands,V7PT8,Container Ship,Cargo ship,2008,95681,95681,340 / 46
HYUNDAI BRAVE,Marshall Islands,V7EY4,Container Ship,Cargo ship,2008,95681,95681,340 / 46
HYUNDAI SPLENDOR,Panama,3EVH7,Container Ship,Cargo ship,2009,95681,95681,340 / 46
HYUNDAI GLOBAL,Panama,3EUT5,Container Ship,Cargo ship (HAZ-B),2009,95681,95681,340 / 47
SERI ANGGUN,Malaysia,9MGV4,LNG Tanker,Tanker,2006,95729,95729,283 / 43
CMA CGM RHONE,Malta,9HA3778,Container Ship,Cargo ship (HAZ-A),2015,95263,95263,300 / 48
HYUNDAI FAITH,Marshall Islands,V7PS7,Container Ship,Cargo ship,2008,95681,95681,339 / 46
STAR CLAUDINE,Marshall Islands,V7VL5,Bulk Carrier,Cargo ship,2011,95309,95309,292 / 45
CS SERENITY,Hong Kong,VRMY7,Bulk Carrier,Cargo ship,2014,95276,95276,295 / 46
K.ACACIA,Korea,D7UR,LNG Tanker,Tanker,2000,95376,95376,277 / 43
K.FREESIA,Panama,H3DP,LNG Tanker,Tanker (HAZ-D),2000,95381,95381,277 / 43
VALUE,Malta,9HA3355,Container Ship,Cargo ship (HAZ-A),2013,95390,95390,300 / 48
MAIRAKI,Marshall Islands,V7VA7,Bulk Carrier,Cargo ship,2011,95309,95309,292 / 45
MSC BRANKA,Madeira,CQYL,Container Ship,Cargo ship,2016,95514,95514,300 / 48
MSC ADELAIDE,Panama,3FIF7,Container Ship,Cargo ship (HAZ-A),2013,95390,95390,300 / 48
SERI ANGKASA,Malaysia,9MGW4,LNG Tanker,Tanker (HAZ-B),2006,95729,95729,283 / 43
MSC ABIDJAN,Panama,3FSG8,Container Ship,Cargo ship (HAZ-A),2013,95390,95390,300 / 48
VALOR,Malta,9HA3347,Container Ship,Cargo ship,2013,95390,95390,300 / 48
VALENCE,Malta,9HA3398,Container Ship,Cargo ship,2013,95390,95390,300 / 48
VALIANT,Malta,9HA3391,Container Ship,Cargo ship,2013,95390,95390,300 / 48
VANTAGE,Malta,9HA3435,Container Ship,Cargo ship,2013,95390,95390,300 / 48
MSC CHANNE,Madeira,CQZK,Container Ship,Cargo ship,2015,95403,95403,300 / 48
PETROJARL KNARR,Bahamas,C6AP8,Offshore Support Vessel,Other type,2014,95418,95418,257 / 48
SHANDONG HENG CHANG,Hong Kong,VRMQ8,Bulk Carrier,Cargo ship,2013,95086,95086,295 / 46
MSC LILY,Panama,3FVB9,Container Ship,Cargo ship (HAZ-A),2015,95403,95403,300 / 48
SHANDONG DING SHENG,Hong Kong,VRLM9,Bulk Carrier,Cargo ship,2013,95086,95086,295 / 46
MSC MAGNIFICA,Panama,3FLO4,Passenger (Cruise) Ship,Passenger ship,2010,95128,95128,294 / 32
DALI,Singapore,9V5283,Container Ship,Cargo ship,2015,95128,95128,300 / 48
SHANDONG HUA ZHANG,Hong Kong,VRMU5,Bulk Carrier,Cargo ship,2014,95086,95086,295 / 46
CCNI ANGOL,Liberia,D5GZ4,Container Ship,Cargo ship (HAZ-A),2015,95138,95138,300 / 48
ATACAMA,Liberia,D5IN6,Container Ship,Unknown,2016,95138,95138,300 / 48
CCNI ARAUCO,Liberia,D5GZ3,Container Ship,Cargo ship,2015,95138,95138,300 / 48
CCNI ANDES,Liberia,D5IN3,Container Ship,Cargo ship,2015,95138,95138,300 / 48
MSC AMALFI,Malta,9HA3462,Container Ship,Cargo ship (HAZ-A),2014,95166,95166,300 / 48
MSC AJACCIO,Malta,9HA3461,Container Ship,Cargo ship,2014,95139,95139,300 / 48
CMA CGM ESTELLE,Malta,9HA4743,Container Ship,Cargo ship (HAZ-B),2018,95256,95256,300 / 48
SAN CHRISTOBAL,Singapore,9V8584,Container Ship,Cargo ship (HAZ-A),2014,94930,94930,300 / 48
CMA CGM JEAN GABRIEL,Malta,9HA4767,Container Ship,Cargo ship (HAZ-A),2018,95256,95256,300 / 48
SAN VICENTE,Singapore,9V2089,Container Ship,Cargo ship (HAZ-A),2014,94930,94930,300 / 48
CMA CGM CARL ANTOINE,Malta,9HA4484,Container Ship,Cargo ship (HAZ-A),2017,95256,95256,300 / 48
GOOD HORIZON,Panama,3EVK9,Bulk Carrier,Cargo ship,2017,94945,94945,292 / 45
G. P. ZAFIRAKIS,Marshall Islands,V7HG2,Bulk Carrier,Cargo ship,2014,94984,94984,295 / 46
SANTA BARBARA,Marshall Islands,V7JY4,Bulk Carrier,Cargo ship,2015,94984,94984,295 / 46
SAMJOHN SOLIDARITY,Marshall Islands,V7ZX5,Bulk Carrier,Cargo ship,2010,94995,94995,292 / 45
SAMJOHN LEGACY,Marshall Islands,V7ZX7,Bulk Carrier,Cargo ship,2010,94995,94995,292 / 45
SYMI I,Liberia,D5FL9,Container Ship,Cargo ship (HAZ-A),2014,94930,94930,300 / 48
INDIAN PARTNERSHIP,United Kingdom,2IKZ3,Bulk Carrier,Cargo ship,2014,95009,95009,292 / 45
PACIFIC MYRA,Panama,H8EU,Bulk Carrier,Cargo ship,2019,94970,94970,292 / 45
TRUST AGILITY,Singapore,9V9097,Bulk Carrier,Cargo ship,2011,94817,94817,292 / 45
STELLA LUCY,Singapore,9V2548,Bulk Carrier,Cargo ship,2015,94788,94788,295 / 46
NAVIOS LUMEN,Panama,3EZS3,Bulk Carrier,Cargo ship,2009,94817,94817,292 / 45
NAVIOS POLLUX,Panama,3FPO2,Bulk Carrier,Cargo ship,2009,94817,94817,292 / 45
GALICIA SPIRIT,Spain,EAYP,LNG Tanker,Tanker (HAZ-D),2004,94822,94822,280 / 43
SOLITAIRE,Malta,9HA4114,Pipe Layer,Cargo ship,1972,94855,94855,300 / 41
INDIAN FRIENDSHIP,Liberia,D5EG2,Bulk Carrier,Cargo ship,2013,95009,95009,292 / 45
XIN BIN HAI,Panama,3EYB5,Bulk Carrier,Cargo ship,2010,94863,94863,294 / 50
HISPANIA SPIRIT,Spain,EBZZ,LNG Tanker,Tanker,2002,94822,94822,280 / 43
PACIFIC ARGOSY,Hong Kong,VRKA9,Bulk Carrier,Cargo ship,2012,94863,94863,295 / 46
NICOLEMY,Cyprus,5BAE4,Bulk Carrier,Cargo ship,2014,94863,94863,295 / 46
PACIFIC CANOPUS,Singapore,9V5756,Bulk Carrier,Cargo ship,2012,94710,94710,295 / 46
PACIFIC NORTH,Marshall Islands,V7A2106,Bulk Carrier,Cargo ship,2011,94942,94942,295 / 46
CHINA HARMONY,Hong Kong,VRPB8,Bulk Carrier,Cargo ship,2016,94724,94724,295 / 46
MSXT CAPELLA,Panama,3FSJ6,Bulk Carrier,Cargo ship,2012,94710,94710,295 / 46
CAP DIAMANT,Liberia,D5SJ3,Crude Oil Tanker,Tanker,2001,94729,94729,277 / 53
MAERSK SALTORO,Singapore,9V5997,Container Ship,Cargo ship,2015,94730,94730,300 / 48
MAERSK SHAMS,Singapore,9V5255,Container Ship,Cargo ship,2015,94730,94730,300 / 48
CMA CGM MEKONG,Denmark,OXZT2,Container Ship,Cargo ship,2015,94730,94730,300 / 48
MAERSK STADELHORN,Singapore,9V5223,Container Ship,Cargo ship,2015,94730,94730,300 / 48
CMA CGM GANGES,Denmark,OXZO2,Container Ship,Cargo ship,2015,94730,94730,300 / 48
CEZANNE,Singapore,9V5998,Container Ship,Cargo ship,2015,94730,94730,300 / 48
MAERSK SIRAC,Singapore,9V5256,Container Ship,Cargo ship,2015,94730,94730,300 / 48
KSL SANTIAGO,Hong Kong,VRNR4,Bulk Carrier,Cargo ship,2014,94742,94742,292 / 45
KSL SEVILLE,Hong Kong,VRNZ7,Bulk Carrier,Cargo ship,2015,94742,94742,292 / 45
KSL SAPPORO,Hong Kong,VRNH7,Bulk Carrier,Cargo ship,2014,94742,94742,292 / 45
UASC UMM QASR,Marshall Islands,V7EM7,Container Ship,Cargo ship (HAZ-A),2014,94784,94784,300 / 48
KSL SEATTLE,Hong Kong,VRNF2,Bulk Carrier,Cargo ship,2014,94742,94742,292 / 45
KSL SANTOS,Hong Kong,VRNS9,Bulk Carrier,Cargo ship,2014,94742,94742,292 / 45
TIGER JIANGSU,Hong Kong,VRHC9,Bulk Carrier,Cargo ship,2010,94710,94710,295 / 46
KSL SYDNEY,Hong Kong,VRNK7,Bulk Carrier,Cargo ship,2014,94742,94742,292 / 45
GREAT HAN,Hong Kong,VRFZ2,Bulk Carrier,Cargo ship,2010,94710,94710,295 / 46
TIGER GUANGDONG,Hong Kong,VRHD2,Bulk Carrier,Cargo ship,2011,94710,94710,295 / 46
HEBEI POWER,Hong Kong,VRGE5,Bulk Carrier,Cargo ship,2010,94710,94710,295 / 46
STELLA ALICE,Singapore,9V9079,Bulk Carrier,Cargo ship,2010,94710,94710,295 / 46
GREAT SONG,Hong Kong,VRFZ4,Bulk Carrier,Cargo ship,2011,94710,94710,295 / 46
FPMC B FOREVER,Liberia,A8WZ3,Bulk Carrier,Cargo ship,2010,94710,94710,295 / 46
HEBEI UNIVERSE,Hong Kong,VRGK4,Bulk Carrier,Cargo ship,2010,94710,94710,295 / 46
EVER CONQUEST,Liberia,D5MZ5,Bulk Carrier,Cargo ship,2012,94710,94710,295 / 46
XIN TAI HAI,Panama,3EWO7,Bulk Carrier,Cargo ship,2011,94710,94710,295 / 46
FPMC B GUARD,Liberia,A8XI9,Bulk Carrier,Cargo ship,2011,94710,94710,295 / 46
FPMC B HARMONY,Liberia,A8ZL9,Bulk Carrier,Cargo ship,2012,94710,94710,295 / 46
OCEAN EMPEROR,Hong Kong,VRFU7,Bulk Carrier,Cargo ship,2010,94710,94710,295 / 46
CHOW,Marshall Islands,V7AQ9,Bulk Carrier,Cargo ship,2016,94544,94544,292 / 45
CONTAMINES,Marshall Islands,V7SR8,Bulk Carrier,Cargo ship,2016,94544,94544,292 / 45
NEW ORLEANS,Marshall Islands,V7LA2,Bulk Carrier,Cargo ship,2015,94544,94544,292 / 45
BERGE SONG SHAN,United Kingdom,MCQK2,Bulk Carrier,Cargo ship,2010,94710,94710,295 / 46
MARAN HERO,Greece,SVCJ5,Bulk Carrier,Cargo ship,2016,94594,94594,292 / 45
STELLA ADA,Singapore,9V9082,Bulk Carrier,Cargo ship,2011,94710,94710,295 / 46
COSCO SHIPPING VOLGA,Hong Kong,VRQH9,Container Ship,Cargo ship (HAZ-A),2017,94623,94623,300 / 48
TIGER SHANDONG,Hong Kong,VRIF5,Bulk Carrier,Cargo ship,2011,94710,94710,295 / 46
COSCO SHIPPING RHINE,Hong Kong,VRRC4,Container Ship,Cargo ship (HAZ-A),2017,94623,94623,300 / 48
MARAN VENTURE,Greece,SVCJ4,Bulk Carrier,Cargo ship,2016,94594,94594,292 / 45
COSCO SHIPPING SEINE,Hong Kong,VRQV3,Container Ship,Cargo ship (HAZ-A),2017,94623,94623,300 / 48
COSCOSHIPPING DANUBE,Hong Kong,VRQD2,Container Ship,Cargo ship (HAZ-A),2016,94623,94623,300 / 48
OSX 1,Liberia,A8YW3,Offshore Support Vessel,Tanker,2010,94626,94626,272 / 46
COSCOSHIPPING THAMES,Hong Kong,VRQP6,Container Ship,Cargo ship (HAZ-A),2017,94623,94623,300 / 48
MAERSK SEOUL,Singapore,9V5632,Container Ship,Cargo ship (HAZ-A),2006,94483,94483,332 / 43
MSC HEIDI,Panama,3EHC4,Container Ship,Cargo ship (HAZ-D),2006,94489,94489,332 / 43
MSC TOMOKO,Panama,3EEQ7,Container Ship,Unknown,2006,94489,94489,332 / 43
MSC RANIA,Panama,3EEB3,Container Ship,Cargo ship (HAZ-A),2005,94489,94489,332 / 43
MSC SILVANA,Panama,3EEI3,Container Ship,Cargo ship,2006,94489,94489,332 / 43
PORTOVYY,Malta,9HA4691,LNG Tanker,Tanker,2003,94499,94499,277 / 43
MAERSK SAIGON,Singapore,9V5630,Container Ship,Cargo ship (HAZ-A),2006,94483,94483,332 / 43
KSL CHINA,Marshall Islands,V7FF5,Bulk Carrier,Cargo ship,2013,94523,94523,292 / 45
HYUNDAI MERCURY,Liberia,D5EZ3,Container Ship,Cargo ship,2009,94511,94511,340 / 46
FABULOUS,Hong Kong,VRSV4,Bulk Carrier,Cargo ship,2019,94528,94528,292 / 45
KSL SALVADOR,Hong Kong,VRNQ4,Bulk Carrier,Cargo ship,2014,94528,94528,292 / 45
KSL SAKURA,Hong Kong,VRNV2,Bulk Carrier,Cargo ship,2015,94528,94528,292 / 45
KSL SAN FRANCISCO,Hong Kong,VRNS5,Bulk Carrier,Cargo ship,2014,94528,94528,292 / 45
NORTHERN JAMBOREE,Madeira,CQAG8,Container Ship,Cargo ship,2010,94419,94419,333 / 43
NORTHERN JUBILEE,Madeira,CQIQ5,Container Ship,Cargo ship,2009,94419,94419,334 / 43
ANTHEA Y,Liberia,D5IS7,Container Ship,Cargo ship (HAZ-A),2015,94416,94416,300 / 48
NORTHERN JUVENILE,Madeira,CQIQ4,Container Ship,Cargo ship (HAZ-A),2009,94419,94419,334 / 43
KSL SINGAPORE,Hong Kong,"VRNE8""",Bulk Carrier,Cargo ship,2014,94528,94528,292 / 45
NORTHERN JUSTICE,Madeira,CQIY7,Container Ship,Cargo ship (HAZ-A),2010,94419,94419,333 / 43
UASC AL KHOR,Liberia,D5IS4,Container Ship,Cargo ship (HAZ-A),2015,94416,94416,300 / 48
CMA CGM ARKANSAS,Malta,9HA3973,Container Ship,Cargo ship (HAZ-A),2015,94440,94440,300 / 48
CMA CGM COLUMBIA,Malta,9HA4048,Container Ship,Cargo ship,2015,94440,94440,300 / 48
CMACGM OHIO,Malta,9HA4132,Container Ship,Cargo ship (HAZ-A),2015,94440,94440,300 / 48
CMA CGM RIO GRANDE,Malta,9HA4134,Container Ship,Cargo ship (HAZ-A),2016,94440,94440,300 / 48
CMA CGM TANYA,Malta,9HA4199,Container Ship,Cargo ship,2016,94440,94440,300 / 48
PUTERI NILAM SATU,Malaysia,9MEW7,LNG Tanker,Tanker,2003,94446,94446,276 / 43
CMA CGM NIAGARA,Malta,9HA4133,Container Ship,Cargo ship (HAZ-A),2015,94440,94440,300 / 48
STELLA NAOMI,Singapore,9V2962,Bulk Carrier,Cargo ship,2016,94351,94351,292 / 45
MAERSK SEMARANG,Liberia,D5MK9,Container Ship,Cargo ship,2007,94322,94322,333 / 43
MARAN SEAFARER,Malta,9HA2562,Bulk Carrier,Cargo ship,2011,94326,94326,292 / 45
STELLA NORA,Singapore,9V2963,Bulk Carrier,Cargo ship,2016,94351,94351,292 / 45
MARAN HORIZON,Malta,9HA4264,Bulk Carrier,Cargo ship,2016,94385,94385,292 / 45
MAERSK SURABAYA,Liberia,D5MK8,Container Ship,Cargo ship (HAZ-A),2006,94322,94322,333 / 43
HERUN ZHEJIANG,Hong Kong,VRQD3,Bulk Carrier,Cargo ship,2017,94385,94385,292 / 45
HERUN CHINA,Hong Kong,VRPW7,Bulk Carrier,Cargo ship,2017,94385,94385,292 / 45
HERUN GLOBAL,Hong Kong,VRPQ9,Bulk Carrier,Cargo ship,2016,94385,94385,292 / 45
GENCO RESOLUTE,Marshall Islands,V7BQ2,Bulk Carrier,Cargo ship,2015,94385,94385,292 / 45
MSC ARBATAX,Hong Kong,VRMO6,Container Ship,Cargo ship (HAZ-C),2013,94402,94402,300 / 48
MSC ALGECIRAS,Hong Kong,VRMO7,Container Ship,Cargo ship (HAZ-A),2013,94402,94402,300 / 48
MSC AZOV,Malta,9HA3457,Container Ship,Cargo ship,2014,94402,94402,300 / 48
HERUN ZHOUSHAN,Hong Kong,VRQL2,Bulk Carrier,Cargo ship,2017,94385,94385,292 / 45
GOLDEN BEHIKE,Marshall Islands,V7MG2,Bulk Carrier,Cargo ship,2016,94091,94091,292 / 45
NSU SIRIUS,Japan,7JXO,Bulk Carrier,Cargo ship,2016,94116,94116,292 / 45
GOLDEN BARNET,Hong Kong,VROW8,Bulk Carrier,Cargo ship,2016,94145,94145,292 / 45
SUNNY SKY,Panama,3EPC5,Bulk Carrier,Cargo ship,2011,94145,94145,288 / 45
GOLDEN BEXLEY,Hong Kong,VRPC6,Bulk Carrier,Cargo ship,2016,94145,94145,292 / 45
SUNNY STAR,Panama,3ERP,Bulk Carrier,Cargo ship,2011,94145,94145,292 / 45
MAERSK TUKANG,Singapore,9VHE2,Container Ship,Cargo ship (HAZ-A),2008,94193,94193,322 / 43
MAERSK TANJONG,Hong Kong,VROX5,Container Ship,Cargo ship,2007,94193,94193,332 / 43
GOLDEN MONTERREY,Marshall Islands,V7MG6,Bulk Carrier,Cargo ship,2016,94091,94091,292 / 45
MAERSK TAURUS,Singapore,9VFV4,Container Ship,Cargo ship (HAZ-A),2008,94193,94193,319 / 43
MAERSK TAIKUNG,Hong Kong,VROX2,Container Ship,Cargo ship (HAZ-A),2007,94193,94193,332 / 43
HARALAMBOS,Liberia,D5NU4,Bulk Carrier,Cargo ship,2009,94222,94222,292 / 45
NAVIOS BONAVIS,Panama,3FIS4,Bulk Carrier,Cargo ship,2009,94232,94232,292 / 45
NAVIOS HAPPINESS,Malta,9HA2096,Bulk Carrier,Cargo ship,2009,94232,94232,292 / 45
CAPTAIN J. PAPADAKIS,Liberia,A8YA4,Bulk Carrier,Cargo ship,2011,94250,94250,292 / 45
E.R. AMERICA,Liberia,A8VS7,Bulk Carrier,Cargo ship,2010,94250,94250,292 / 45
MARILOULA,Marshall Islands,V7YO9,Bulk Carrier,Cargo ship,2008,94232,94232,292 / 45
MARIVICTORIA,Greece,SVAC8,Bulk Carrier,Cargo ship,2009,94286,94286,292 / 45
JUDITH SCHULTE,Hong Kong,VRME8,Container Ship,Cargo ship,2013,94402,94402,300 / 48
NORTHERN JAVELIN,Madeira,CQAG7,Container Ship,Cargo ship (HAZ-A),2009,94407,94407,334 / 43
MARIPERLA,Malta,9HA2198,Bulk Carrier,Cargo ship,2009,94232,94232,292 / 45
NORTHERN JAGUAR,Madeira,CQIQ6,Container Ship,Cargo ship (HAZ-D),2009,94407,94407,334 / 43
FELLOWSHIP,Marshall Islands,V7A2102,Bulk Carrier,Cargo ship,2010,94250,94250,292 / 45
NORTHERN JASPER,Madeira,CQIP9,Container Ship,Cargo ship,2009,94407,94407,334 / 43
NORTHERN JUPITER,Madeira,CQGP,Container Ship,Cargo ship (HAZ-A),2010,94407,94407,333 / 43
DIONE,Greece,SVAO3,Bulk Carrier,Cargo ship,2009,94008,94008,292 / 45
WILLIAM OLDENDORFF,Liberia,D5NF7,Bulk Carrier,Cargo ship,2017,94004,94004,292 / 45
NYMPHE,Greece,SVAS5,Bulk Carrier,Cargo ship,2009,94008,94008,292 / 45
MARIGO P,Greece,SVCF9,Bulk Carrier,Cargo ship,2016,94009,94009,292 / 45
MSC ARICA,Liberia,D5VE2,Container Ship,Cargo ship (HAZ-A),2012,94017,94017,299 / 48
MSC ANCHORAGE,Liberia,D5CC9,Container Ship,Cargo ship,2013,94017,94017,299 / 48
MSC AGADIR,Hong Kong,VRLC2,Container Ship,Cargo ship (HAZ-D),2012,94017,94017,299 / 48
APOLLONIUS,Marshall Islands,V7NO8,Bulk Carrier,Cargo ship,2016,94027,94027,292 / 45
MSC ALBANY,Liberia,D5CC8,Container Ship,Cargo ship,2013,94017,94017,299 / 48
MSC ANTIGUA,Hong Kong,VRLC3,Container Ship,Cargo ship,2013,94017,94017,299 / 48
STELLA HOPE,Singapore,9V3596,Bulk Carrier,Cargo ship,2016,94040,94040,292 / 45
VITTORIA,Malta,9HA3921,Bulk Carrier,Cargo ship,2015,94034,94034,292 / 45
KWK LEGACY,Singapore,9V3622,Bulk Carrier,Cargo ship,2011,94051,94051,292 / 45
MEHMED FATIH,Malta,9HA3920,Bulk Carrier,Cargo ship,2015,94034,94034,292 / 45
XIN CHANG HAI,Hong Kong,VRQV9,Bulk Carrier,Cargo ship,2017,94035,94035,292 / 45
KUALA LUMPUR EXPRESS,Germany,DFNB2,Container Ship,Cargo ship,2008,93811,93811,336 / 43
BW EVERETT,Singapore,9V2862,LNG Tanker,Tanker (HAZ-A),2003,93844,93844,277 / 43
BERGE ARZEW,Bahamas,C6TQ5,LNG Tanker,Tanker (HAZ-D),2004,93844,93844,277 / 43
SM TIGER,Panama,3FEJ7,Bulk Carrier,Cargo ship,2015,93816,93816,292 / 45
K.VICTORY,Panama,3EVJ8,Bulk Carrier,Cargo ship,2012,93850,93850,292 / 45
K. CONFIDENCE,Panama,3EZT5,Bulk Carrier,Cargo ship,2013,93850,93850,292 / 45
METHANE PRINCESS,Marshall Islands,V7VN4,LNG Tanker,Tanker (HAZ-A),2003,93899,93899,277 / 43
BW BOSTON,Norway,LAVI5,LNG Tanker,Tanker,2003,93844,93844,277 / 43
SUMMIT LNG 4  U,Belgium,ONDY,Offshore Support Vessel,Tanker,2006,93901,93901,277 / 43
GOLDEN ARCUS,Marshall Islands,V7PU5,Bulk Carrier,Cargo ship,2018,93908,93908,292 / 45
GOLDEN INCUS,Marshall Islands,V7QB9,Bulk Carrier,Cargo ship,2018,93908,93908,292 / 45
GOLDEN CIRRUS,Marshall Islands,V7BY9,Bulk Carrier,Cargo ship,2018,93908,93908,292 / 45
IBERICA KNUTSEN,Norway,LAHN6,LNG Tanker,Tanker (HAZ-C),2006,93915,93915,277 / 43
EXCELLENCE,Belgium,ONBG,Offshore Support Vessel,Tanker,2005,93937,93937,277 / 43
GOLDEN NIMBUS,Marshall Islands,V7AW6,Bulk Carrier,Cargo ship,2017,93908,93908,292 / 45
STELLA,Liberia,D5BK6,Bulk Carrier,Cargo ship,2009,93916,93916,292 / 45
TSINGTAO EXPRESS,Germany,DDYL2,Container Ship,Cargo ship,2007,93750,93750,335 / 43
IAN M,Liberia,D5AC6,Bulk Carrier,Cargo ship,2010,93916,93916,292 / 45
PRAGUE EXPRESS,Germany,DGZR2,Container Ship,Cargo ship (HAZ-A),2010,93750,93750,336 / 43
SOFIA EXPRESS,Germany,DGZT2,Container Ship,Cargo ship (HAZ-D),2010,93750,93750,335 / 43
HANOVER EXPRESS,Germany,DFGX2,Container Ship,Cargo ship (HAZ-D),2007,93750,93750,335 / 43
COLOMBO EXPRESS,Germany,DIHC,Container Ship,Cargo ship (HAZ-A),2005,93750,93750,335 / 43
FRANKFURT EXPRESS,Germany,DGZS2,Container Ship,Cargo ship,2010,93750,93750,335 / 43
OSAKA EXPRESS,Germany,DDVK2,Container Ship,Cargo ship (HAZ-A),2007,93750,93750,335 / 43
NAGOYA EXPRESS,Germany,DGWD2,Container Ship,Cargo ship (HAZ-A),2010,93750,93750,335 / 43
VIENNA EXPRESS,Germany,DGWF2,Container Ship,Cargo ship,2010,93750,93750,335 / 43
BREMEN EXPRESS,Germany,DGZL,Container Ship,Cargo ship (HAZ-A),2008,93750,93750,335 / 43
CISNES,Liberia,D5HF4,Container Ship,Cargo ship (HAZ-A),2015,93685,93685,300 / 48
KYOTO EXPRESS,Germany,DCPI2,Container Ship,Cargo ship,2005,93750,93750,335 / 43
AASHNA,Panama,3FAC3,Bulk Carrier,Cargo ship,2012,93693,93693,292 / 45
LAKE DOLPHIN,Belgium,ONHA,Bulk Carrier,Cargo ship,2011,93695,93695,292 / 45
BUDAPEST EXPRESS,Germany,DGWE2,Container Ship,Cargo ship,2010,93750,93750,335 / 43
WINNING BROTHER,Panama,-,Bulk Carrier,-,1995,93698,93698,290 / 46
MINERAL SUBIC,Liberia,D5VW4,Bulk Carrier,Cargo ship,2011,93695,93695,292 / 45
MAERSK SARAT,Liberia,D5JH6,Container Ship,Cargo ship (HAZ-A),2015,93702,93702,300 / 48
SEAMAX ROWAYTON,Marshall Islands,V7PU6,Container Ship,Cargo ship (HAZ-A),2015,93702,93702,300 / 48
ALPHA BRAVERY,Greece,SVCC8,Bulk Carrier,Cargo ship,2011,93715,93715,292 / 45
COSCOSHIPPING PANAMA,Marshall Islands,V7RB9,Container Ship,Cargo ship (HAZ-A),2016,93702,93702,300 / 48
MAERSK SKARSTIND,Liberia,D5JH7,Container Ship,Cargo ship,2016,93702,93702,300 / 48
GOLAR VIKING,Marshall Islands,V7NC5,LNG Tanker,Tanker,2005,93750,93750,280 / 43
AOM MARTA,Panama,3FFQ6,Bulk Carrier,Cargo ship,2019,93722,93722,292 / 45
CARIBBEAN ENERGY,Korea,-,LNG Tanker,-,1980,93619,93619,285 / 44
EXCELSIOR,Belgium,ONCD,Offshore Support Vessel,Tanker,2005,93719,93719,277 / 43
SOLAR ICON,Hong Kong,VRQJ2,Bulk Carrier,Cargo ship,2011,93631,93631,292 / 46
MARAN UNITY,Greece,SVCJ3,Bulk Carrier,Cargo ship,2015,93634,93634,292 / 45
KASHIMA MARU,Panama,3FIB4,Bulk Carrier,Cargo ship,2013,93630,93630,292 / 45
MARAN HOPE,Greece,SVCJ6,Bulk Carrier,Cargo ship,2015,93659,93659,292 / 45
CAPE AMAL,Japan,7KCZ,Bulk Carrier,Cargo ship,2018,93664,93664,292 / 45
MARAN FUTURE,Greece,SVCJ2,Bulk Carrier,Cargo ship,2015,93661,93661,292 / 45
MEYNELL,Bermuda,-,Bulk Carrier,-,1997,93629,93629,292 / 48
NAVIOS RAY,Panama,3EMH7,Bulk Carrier,Cargo ship,2012,93664,93664,292 / 45
UNITED FUTURE,Panama,3EXI6,Bulk Carrier,Cargo ship,2018,93664,93664,292 / 45
HL GLADSTONE,Panama,3FMN,Bulk Carrier,Cargo ship,2011,93681,93681,292 / 45
ONEGA,Dominica,-,Bulk Carrier,-,1987,93643,93643,291 / 48
LOWLANDS TENACITY,Singapore,9V5648,Bulk Carrier,Cargo ship,2011,93684,93684,292 / 45
MAERSK SYDNEY,Singapore,9V5241,Container Ship,Cargo ship (HAZ-A),2005,93511,93511,335 / 43
LOWLANDS PROSPERITY,Singapore,9V2589,Bulk Carrier,Cargo ship,2012,93684,93684,292 / 45
GOLDEN KATHRINE,Hong Kong,VRNW7,Bulk Carrier,Cargo ship,2015,93518,93518,292 / 45
MAERSK SANTANA,Singapore,9V5245,Container Ship,Cargo ship (HAZ-A),2005,93511,93511,335 / 43
CAPE PROVIDENCE,Panama,3EWQ,Bulk Carrier,Cargo ship,2009,93526,93526,292 / 45
NIGHTKISS,Bahamas,C6AQ9,Bulk Carrier,Cargo ship,2015,93511,93511,292 / 45
GOLDEN FINSBURY,Hong Kong,VROV9,Bulk Carrier,Cargo ship,2015,93518,93518,292 / 45
NORWEGIAN PEARL,Bahamas,C6VG7,Passenger (Cruise) Ship,Passenger ship,2006,93530,93530,294 / 38
GOLDEN ASO,Hong Kong,VRON9,Bulk Carrier,Cargo ship,2015,93518,93518,292 / 45
NORWEGIAN GEM,Bahamas,C6VG8,Passenger (Cruise) Ship,Passenger ship,2007,93530,93530,294 / 38
MEREDITH VICTORY,Panama,3EYA5,Bulk Carrier,Cargo ship,2009,93532,93532,292 / 45
NORWEGIAN JADE,Bahamas,C6WK7,Passenger (Cruise) Ship,Passenger ship,2006,93558,93558,294 / 38
ROSEMARY,Panama,3FBU8,Bulk Carrier,Cargo ship,2010,93526,93526,292 / 45
COTSWOLD,United Kingdom,MABF5,Bulk Carrier,Cargo ship,2016,93488,93488,292 / 45
LAVENDER,Panama,3FHG3,Bulk Carrier,Cargo ship,2010,93526,93526,292 / 45
ANNA MAERSK,Denmark,OXBA2,Container Ship,Cargo ship (HAZ-A),2003,93496,93496,352 / 43
ARTHUR MAERSK,Denmark,OXJH2,Container Ship,Cargo ship,2003,93496,93496,352 / 43
ALBERT MAERSK,Denmark,OUOW2,Container Ship,Cargo ship (HAZ-D),2004,93496,93496,352 / 43
