User_Name,Rating,Rating_Title,Reviewed_Date,Review_Context,Helpful_Count
Sarkhazi,5.0 out of 5 stars,"Redmi Note 8 Pro (Shadow Black, 6GB | 64GB) - A Camera Beast - Gaming Powerhouse",Reviewed in India on 8 November 2019,"<span>Redmi Note 8 Pro<br><br>DESIGN  -  Solid and Well built, Front &amp; back Gorilla Glass 5 protection with curved edges. The camera bump at the back protrudes a little even when the cover is on, may be a matter of concern. Please look for a Silicon cover to protect the camera module.<br><br>PROCESSOR  -  This houses the newest chipset from MediaTek Helio G90T which is basically designed for gaming. This not only helps the phone to load &amp; play high graphic intensive games fast &amp; smooth, but it also helps in quick loading and swapping of Apps in a day to day usage. The overall performance is amazingly fast and buttery. Those who are complaining of heating issues, should buy ACs before buying phones for playing games for hours..<br><br>STORAGE &amp; RAM  -  This comes with the fast UFS 2.1 onboard storage that help load apps ultra-fast, as compare to old eMMC 5.1 type storage. The basic model starts with 6 GB LPDDR4 RAM with Dual Channel Enabled. This helps increase the bandwidth by double the data rate as against the single channel RAM. Everything loads amazingly fast with no lags as such.<br>Supports up to a whopping 512 GB of storage with a dedicated Micro SD Card slot. This is what we want in every phone…<br><br>DISPLAY  -  6.53” IPS LCD Panel with 395 PPI density and 2.5D curved edges. This display is of a 1080 x 2340 Resolution with HDR Enabled so the colors look very vibrant and true to life. The water drop notch looks very nice and it can be disabled from settings. Personally, to me the display looked very crisp and sharp. The brightness of this display can go up to 430nits which is very bright and display looks amazingly sharp and crisp… 4k HDR video quality on YouTube is amazing on this display...<br><br>CAMERA  -  This is where it exceeds all other phones. The default 12 MP Camera takes nice pictures in all modes. The 64 MP mode can be enabled from the camera app and it captures amazing pictures with great clarity colours and contrast. The pictures with 64 MP camera come out to be very crisp and with lots of details. But the image size for 64 MP camera would be approximately around 15 MB per picture. This can record the videos up to 4k Resolution. However, Full HD videos will have an Electronic Stabilization enabled by default which produces great videos. Macros also come very crisp considering that this is a Mobile camera but, not the DSLR.<br>Front 20 MP Camera also captures wonderful selfies with lots of detail. This can record videos up to Full HD resolution. This phone does a great job in Camera department. This will surely satisfy your hunger for great pictures…<br>Those who are looking for Gcam support, should take mobiles that support it or should buy google phones instead of complaining about this phone. The company has offered a good package with great camera and it does a wonderful job. People who are looking for an astonishing clarity Camera then they should look for a DSLRs or buy flagship phones.<br>Attaching few pictures for reference…<br><br>CONNECTIVITY  -  Supports Dual 4G VoLTE on both SIM Cards simultaneously. Dual Band Wi-Fi that increases both Upload and Download speeds dramatically if connected to Wi-Fi 5GHz connection.<br>Comes with Bluetooth 5 with LE (Low Energy) mode on that helps preserve battery drain..<br><br>BATTERY  -  A Whopping 4500 mAh Battery with Quick Charge support.<br><br>VERDICT  -  One Word – A Monster in all aspects, be it a Design, Style, Battery, Display and Camera. Except its weight of 200Gms, this is one piece of art and technology that nobody wants to miss having it…<br>Every product will have their own issues and bugs, including flagships that can be fixed with a software update.  And every product cannot be compared with another since everything has its own existence and importance.<br><br>Thanks to Amazon for safe packaging and fast delivery…</span>",
vishal,3.0 out of 5 stars,A bit surprised...........,Reviewed in India on 6 November 2019,<span>I am a bit surprised. No reviews yet. Its been many days since the first flash sale..........</span>,55 people found this helpful
Abu shaikh,2.0 out of 5 stars,My first experience with beast,Reviewed in India on 6 November 2019,"<span>I bought  a phone on 1st flash sale....after 12 days use ...if u r a gamer never be disappointed with the performance...,but u will disappointed with camera performance specialy front camera is worst...rear camera not as well that Xiaomi create hype in 64 quad camera<br><br>Display 4/5<br>Gaming 5/5<br>Camera  2/5<br>Build 4/5<br>Audio quality 3/5</span>",
seenu,1.0 out of 5 stars,Dislike,Reviewed in India on 8 November 2019,"<span><div id=""video-block-R11H34KVAHOSPZ"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-eu.ssl-images-amazon.com/images/I/91Xg7FIU7US.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-eu.ssl-images-amazon.com/images/I/71TpCJfmPoS.png"" class=""video-slate-img-url""> Dislike for  lining on screen what can I do to replace it or give me some solutions to repair it</span>",29 people found this helpful
Damodaran,1.0 out of 5 stars,Worst Product and Experience,Reviewed in India on 8 November 2019,<span>Got a worst product... I got a display fixing gum all over.. Worst experience in this mobile.. Wait is not worth.. Ordered two mobiles one is display coming out from it... Another is getting heat more than 30min of pubg.. Battery drained fast compared to redmi note 7 pro.. Sold that note 7 pro for this.. Totally waste.. Don't go for it.. Wait for future launch..</span>,26 people found this helpful
shubham swami,5.0 out of 5 stars,Mast,Reviewed in India on 6 November 2019,<span>Nice mobile</span>,
Debashish seth,5.0 out of 5 stars,Best processor,Reviewed in India on 7 November 2019,<span>Processor is good</span>,27 people found this helpful
VIKRAM,1.0 out of 5 stars,Camera worst in lowlight and create tiktok video,Reviewed in India on 7 November 2019,"<span>Camera quality is poor comparing to Redmi note 7 Pro..I am disappointed.. While using tiktok camera quality is very very poor like 5mp camera.. While playing 480p,video not clearly. over saturation.Dont advertise this is 64mp camera..I am very disappointed while using create tiktok videos.. poor quality.. Low light camera not worth.. Overall performance and battery is good.. camera is waste.. Camera and Tiktok lovers don't buy this one..</span>",23 people found this helpful
Amazon Customer,3.0 out of 5 stars,"when you going to call dial number and open call key pad 5, 0 and # digits not display",Reviewed in India on 7 November 2019,"<span>Mobile is good but when you going to call dial number and open call key pad 5, 0 and # digits not display<br>But you press they dialed but nat display<br>Please suggest me what I do?</span>",
Sourav Mandal,5.0 out of 5 stars,The Beast-Redmi Note 8 Pro,Reviewed in India on 2 December 2019,<span>This is amazing smartphone under 15k category...I'm purchase this mobile twise time...</span>,
Amazon Customer,4.0 out of 5 stars,just short of perfect,Reviewed in India on 7 November 2019,"<span>after using more than 10 days. the honest review is here lets talk in points and i will try to give you every answer<br>1 built quality- excellent quality and looks great but it is bit heavy becouse you will definately use a case with this phone otherwise you will feel risk .without back cover looks great and will not feel heavy and another thing is that camera is quit out from body so there are chances of getting scraches<br>2. sound- you will miss dolby sound. the sound is good and moderately loud but dont expect the great<br>3. performance- thats where it beats the all. i dont think you will find that kind of performance upto rs 20-22000 mobiles. absolutely class<br>4. PUBG- pubg lovers if you want a phone specially for pubg dont let thsis phone go .excellent gaming<br>5. heating issue?- only if you use this phone for long time with continous gaming.and with high graphics. otherwise no issue even you watch a full movie with wifi. only while gaming after one hour on full hd graphics<br>6. display- butter smooth display quit large and excellent display best in claass but will not produce colours as super amoled just a littel bit of diferrence between the two  but you will not find much differance in day to day life . so full marks for display<br>7. battery- i will say a decent battery life considering 6.5 inch display and a a heavy processor<br>camera?- this is the biggest of alll and i am giving you a detailed review for this. camera is superb no doubt even in low light it performes vary well and after zooming the photos you will not get blur images at all. potrait mode is one of the best in this segments .<br>but now the cons of camera<br>slow motion and wide camera are poor. vary poor quality i am not impressed at all. slow motion video you can capture only from short or close distance otherwise not good at all and even you cant shoot in artificial lights is well. and wide camera does not produces good quality pictures. macro camera is excellent.<br>and the last con of camera i compaired this camera with iphone xr and vivo v15pro . in terms of details it is totally equall to them but colours of the pics is not that great but decent in comaprison you will find colours bitt dull but that does not mean they are better . they only produces better colour otherwise same. but one thing to notice both iphone and vivo captures the colour more saturated than orignal even they dont produces real colours. redmi shows littel light colours than real and xr iphone and vivo littel dark than orignal .camera is vary good and you will get good pictures and for colour you can adjust them with some photo editing. so no issues. final verdict on camera is .that it is a good camera and you will not be disspointed<br>worth the money you spend<br>great display good camera good battery good built quality<br>littel heavy, sound lacks dolby quality.camera slow motion and wide angel not good<br>i will say only compititor for this phone is Vivo z1x in this price segment.<br>you can buy any of this phone depends on your demands</span>",20 people found this helpful
